work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
2.15,Licowanie / przedścianka z płyty OSB,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,18.00,"budget,norm,lux",0,Mocowanie płyty OSB do rusztu zużywa ~18 wkrętów/m2 dłuższym wkrętem 3.5x35 (grubsza płyta); przybliżenie.,Крепление плиты OSB к каркасу расходует ~18 саморезов/м2 более длинным саморезом 3.5x35 (толще лист); приближение.,expert,Praktyka wykonawcza (mocowanie OSB),,"założenie eksperckie ~18 szt/m2; SKU wkrętu 3.5x35"
2.16,Obszycie stelażu WC płytą GK (do 120x100 cm),kpl,construction,PLYTA_GK_IMPREGNOWANA,Płyta gipsowo-kartonowa impregnowana Rigips RBI 12.5mm,m2,2.60,"budget,norm,lux",5,Obudowa stelaża WC (do 120x100) dwuwarstwowo płytą impregnowaną = ~2.4 m2 + ~5% docinki => ~2.6 m2 na komplet; łazienka wymaga płyty H2.,Обшивка инсталляции WC (до 120x100) двухслойно влагостойким листом = ~2.4 м2 + ~5% подрезка => ~2.6 м2 на комплект; ванная требует H2.,producer_tds,Rigips RBI — karta produktu (pom. wilgotne),https://www.rigips.pl/produkty/plyty,"zastosowanie pom. mokre, 2 warstwy do 1.2 m2 pola"
2.16,Obszycie stelażu WC płytą GK (do 120x100 cm),kpl,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,4.00,"budget,norm,lux",0,Ruszt obudowy stelaża WC zużywa ~4 mb profilu CD na komplet do skrzynki wokół stelaża; wartość ekspercka.,Каркас обшивки инсталляции WC расходует ~4 пм профиля CD на комплект для короба вокруг инсталляции; экспертное значение.,expert,Praktyka wykonawcza (obudowa stelaża),,"założenie eksperckie ~4 mb/kpl; SKU profilu CD Rigips"
2.16,Obszycie stelażu WC płytą GK (do 120x100 cm),kpl,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,55.00,"budget,norm,lux",0,Obudowa stelaża dwuwarstwowa mocowana ~55 wkrętów na komplet (~22 szt/m2 x 2 warstwy x pole); przybliżenie.,Двухслойная обшивка инсталляции крепится ~55 саморезами на комплект (~22 шт/м2 x 2 слоя x поле); приближение.,expert,Praktyka wykonawcza (obudowa stelaża),,"założenie eksperckie ~55 szt/kpl; SKU wkrętu 3.5x35"
2.16,Obszycie stelażu WC płytą GK (do 120x100 cm),kpl,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,1.00,"budget,norm,lux",0,Szpachlowanie łączeń obudowy stelaża zużywa ~1 kg masy spoinowej na komplet; wartość ekspercka.,Заделка стыков обшивки инсталляции расходует ~1 кг шпаклёвки для швов на комплект; экспертное значение.,expert,Praktyka wykonawcza (obudowa stelaża),,"założenie eksperckie ~1 kg/kpl; SKU masy Uniflott Rigips"
2.17,Obudowa wanny gk (1 strona),kpl,construction,PLYTA_GK_IMPREGNOWANA,Płyta gipsowo-kartonowa impregnowana Rigips RBI 12.5mm,m2,1.05,"budget,norm,lux",5,Obudowa jednej strony wanny płytą impregnowaną = ~1 m2 + ~5% docinki na komplet; pom. mokre wymaga płyty H2.,Обшивка одной стороны ванны влагостойким листом = ~1 м2 + ~5% подрезка на комплект; влажное помещение требует H2.,producer_tds,Rigips RBI — karta produktu (pom. wilgotne),https://www.rigips.pl/produkty/plyty,"zastosowanie pom. mokre, ~1 m2 pola na stronę"
2.17,Obudowa wanny gk (1 strona),kpl,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,3.00,"budget,norm,lux",0,Ruszt obudowy jednej strony wanny zużywa ~3 mb profilu CD na komplet; wartość ekspercka.,Каркас обшивки одной стороны ванны расходует ~3 пм профиля CD на комплект; экспертное значение.,expert,Praktyka wykonawcza (obudowa wanny),,"założenie eksperckie ~3 mb/kpl; SKU profilu CD Rigips"
2.17,Obudowa wanny gk (1 strona),kpl,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,22.00,"budget,norm,lux",0,Obudowa jednej strony wanny mocowana ~22 wkrętów na komplet (~1 m2 pola); przybliżenie.,Обшивка одной стороны ванны крепится ~22 саморезами на комплект (~1 м2 поля); приближение.,expert,Praktyka wykonawcza (obudowa wanny),,"założenie eksperckie ~22 szt/kpl; SKU wkrętu 3.5x35"
2.18,Obudowa wanny gk (2/3 strona),kpl,construction,PLYTA_GK_IMPREGNOWANA,Płyta gipsowo-kartonowa impregnowana Rigips RBI 12.5mm,m2,2.60,"budget,norm,lux",5,Obudowa 2/3 stron wanny płytą impregnowaną = ~2.5 m2 + ~5% docinki => ~2.6 m2 na komplet; pom. mokre wymaga H2.,Обшивка 2/3 сторон ванны влагостойким листом = ~2.5 м2 + ~5% подрезка => ~2.6 м2 на комплект; влажное помещение требует H2.,producer_tds,Rigips RBI — karta produktu (pom. wilgotne),https://www.rigips.pl/produkty/plyty,"zastosowanie pom. mokre, ~2.5 m2 pola (2/3 strony)"
2.18,Obudowa wanny gk (2/3 strona),kpl,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,6.00,"budget,norm,lux",0,Ruszt obudowy 2/3 stron wanny zużywa ~6 mb profilu CD na komplet; wartość ekspercka.,Каркас обшивки 2/3 сторон ванны расходует ~6 пм профиля CD на комплект; экспертное значение.,expert,Praktyka wykonawcza (obudowa wanny),,"założenie eksperckie ~6 mb/kpl; SKU profilu CD Rigips"
2.18,Obudowa wanny gk (2/3 strona),kpl,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,55.00,"budget,norm,lux",0,Obudowa 2/3 stron wanny mocowana ~55 wkrętów na komplet (~2.5 m2 pola); przybliżenie.,Обшивка 2/3 сторон ванны крепится ~55 саморезами на комплект (~2.5 м2 поля); приближение.,expert,Praktyka wykonawcza (obudowa wanny),,"założenie eksperckie ~55 szt/kpl; SKU wkrętu 3.5x35"
2.19,Wykonanie rewizji pod wanną,kpl,construction,PLYTA_GK_IMPREGNOWANA,Płyta gipsowo-kartonowa impregnowana Rigips RBI 12.5mm,m2,0.30,"budget,norm,lux",5,Rewizja pod wanną (klapka dostępowa) zużywa ~0.3 m2 płyty impregnowanej na komplet; mały panel dostępowy w pom. mokrym.,Ревизия под ванной (лючок доступа) расходует ~0.3 м2 влагостойкого листа на комплект; малая панель доступа во влажном помещении.,expert,Praktyka wykonawcza (rewizja/klapka),,"założenie eksperckie ~0.3 m2/kpl; SKU płyty RBI Rigips"
2.19,Wykonanie rewizji pod wanną,kpl,construction,PROFIL_GK,Profil przyścienny UD 27/28 budżetowy (3m),mb,1.50,budget,0,Ramka rewizji pod wanną zużywa ~1.5 mb profilu UD na komplet do obramowania klapki; wartość ekspercka.,Рамка ревизии под ванной расходует ~1.5 пм профиля UD на комплект для обрамления лючка; экспертное значение.,expert,Praktyka wykonawcza (rewizja/klapka),,"założenie eksperckie ~1.5 mb/kpl; SKU profilu UD Siniat"
2.19,Wykonanie rewizji pod wanną,kpl,construction,PROFIL_GK,Profil przyścienny UD 27/28 (3m),mb,1.50,"norm,lux",0,Wariant norm/lux; ramka rewizji zużywa ~1.5 mb profilu UD Rigips na komplet; wartość ekspercka.,Вариант norm/lux; рамка ревизии расходует ~1.5 пм профиля UD Rigips на комплект; экспертное значение.,expert,Praktyka wykonawcza (rewizja/klapka),,"założenie eksperckie ~1.5 mb/kpl; SKU profilu UD Rigips"
2.20,Półka z GK do szerokości 80 cm,kpl,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,0.80,budget,5,Półka z GK do 80cm szerokości zużywa ~0.8 m2 płyty na komplet (blat + boki/spód); wartość ekspercka.,Полка из ГК до 80см ширины расходует ~0.8 м2 листа на комплект (столешница + боковины/низ); экспертное значение.,expert,Praktyka wykonawcza (półka GK),,"założenie eksperckie ~0.8 m2/kpl; SKU płyty GKB Norgips"
2.20,Półka z GK do szerokości 80 cm,kpl,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,0.80,"norm,lux",5,Wariant norm/lux; półka z GK do 80cm zużywa ~0.8 m2 płyty Rigips RB na komplet; wartość ekspercka.,Вариант norm/lux; полка из ГК до 80см расходует ~0.8 м2 листа Rigips RB на комплект; экспертное значение.,expert,Praktyka wykonawcza (półka GK),,"założenie eksperckie ~0.8 m2/kpl; SKU płyty RB Rigips"
2.20,Półka z GK do szerokości 80 cm,kpl,construction,PROFIL_GK,Profil przyścienny UD 27/28 budżetowy (3m),mb,3.00,budget,0,Konstrukcja półki z profili UD zużywa ~3 mb na komplet (ramka nośna); wartość ekspercka.,Конструкция полки из профилей UD расходует ~3 пм на комплект (несущая рамка); экспертное значение.,expert,Praktyka wykonawcza (półka GK),,"założenie eksperckie ~3 mb/kpl; SKU profilu UD Siniat"
2.20,Półka z GK do szerokości 80 cm,kpl,construction,PROFIL_GK,Profil przyścienny UD 27/28 (3m),mb,3.00,"norm,lux",0,Wariant norm/lux; konstrukcja półki z profili UD Rigips zużywa ~3 mb na komplet; wartość ekspercka.,Вариант norm/lux; конструкция полки из профилей UD Rigips расходует ~3 пм на комплект; экспертное значение.,expert,Praktyka wykonawcza (półka GK),,"założenie eksperckie ~3 mb/kpl; SKU profilu UD Rigips"
2.20,Półka z GK do szerokości 80 cm,kpl,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.60,"budget,norm,lux",0,Szpachlowanie krawędzi i łączeń półki zużywa ~0.6 kg masy spoinowej na komplet; wartość ekspercka.,Заделка кромок и стыков полки расходует ~0.6 кг шпаклёвки для швов на комплект; экспертное значение.,expert,Praktyka wykonawcza (półka GK),,"założenie eksperckie ~0.6 kg/kpl; SKU masy Uniflott Rigips"
2.21,Wnęka w zabudowie z GK do szerokości 80 cm,kpl,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,1.20,budget,5,Wnęka w zabudowie GK do 80cm zużywa ~1.2 m2 płyty na komplet (dno + boki + góra wnęki); wartość ekspercka.,Ниша в ГК-конструкции до 80см расходует ~1.2 м2 листа на комплект (дно + боковины + верх ниши); экспертное значение.,expert,Praktyka wykonawcza (wnęka GK),,"założenie eksperckie ~1.2 m2/kpl; SKU płyty GKB Norgips"
2.21,Wnęka w zabudowie z GK do szerokości 80 cm,kpl,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,1.20,"norm,lux",5,Wariant norm/lux; wnęka w zabudowie GK do 80cm zużywa ~1.2 m2 płyty Rigips RB na komplet; wartość ekspercka.,Вариант norm/lux; ниша в ГК-конструкции до 80см расходует ~1.2 м2 листа Rigips RB на комплект; экспертное значение.,expert,Praktyka wykonawcza (wnęka GK),,"założenie eksperckie ~1.2 m2/kpl; SKU płyty RB Rigips"
2.21,Wnęka w zabudowie z GK do szerokości 80 cm,kpl,construction,PROFIL_GK,Profil przyścienny UD 27/28 budżetowy (3m),mb,4.00,budget,0,Konstrukcja wnęki z profili UD zużywa ~4 mb na komplet (obramowanie i podziały); wartość ekspercka.,Конструкция ниши из профилей UD расходует ~4 пм на комплект (обрамление и перегородки); экспертное значение.,expert,Praktyka wykonawcza (wnęka GK),,"założenie eksperckie ~4 mb/kpl; SKU profilu UD Siniat"
2.21,Wnęka w zabudowie z GK do szerokości 80 cm,kpl,construction,PROFIL_GK,Profil przyścienny UD 27/28 (3m),mb,4.00,"norm,lux",0,Wariant norm/lux; konstrukcja wnęki z profili UD Rigips zużywa ~4 mb na komplet; wartość ekspercka.,Вариант norm/lux; конструкция ниши из профилей UD Rigips расходует ~4 пм на комплект; экспертное значение.,expert,Praktyka wykonawcza (wnęka GK),,"założenie eksperckie ~4 mb/kpl; SKU profilu UD Rigips"
2.21,Wnęka w zabudowie z GK do szerokości 80 cm,kpl,construction,KATOWNIK_ALUMINIOWY,Kątownik aluminiowy narożnikowy do GK (2.5m),mb,2.00,"budget,norm,lux",0,Krawędzie wnęki zabezpieczone narożnikiem aluminiowym ~2 mb na komplet; wartość ekspercka.,Кромки ниши защищены алюминиевым уголком ~2 пм на комплект; экспертное значение.,expert,Praktyka wykonawcza (wnęka GK),,"założenie eksperckie ~2 mb/kpl; SKU narożnika aluminiowego Rigips"
2.22,Płyta betonowa (półka / blat) do wymiarów 60x90 cm,kpl,construction,MIESZANKA_BETONOWA,Beton / mieszanka betonowa C16/20 (worek 25kg),kg,25.00,"budget,norm,lux",0,Płyta betonowa 60x90 cm o gr. ~40mm zużywa ~25 kg mieszanki betonowej na komplet (0.54 m2 x ~46 kg/m2 dla 40mm w przybliżeniu).,Бетонная плита 60x90 см толщиной ~40мм расходует ~25 кг бетонной смеси на комплект (0.54 м2 x ~46 кг/м2 для 40мм приближённо).,expert,Praktyka wykonawcza (płyta betonowa),,"założenie eksperckie ~25 kg/kpl (0.54 m2 x 40mm); SKU mieszanki betonowej"
2.23,Montaż narożnika aluminiowego dla konstrukcji suchej zabudowy,mb,construction,KATOWNIK_ALUMINIOWY,Kątownik aluminiowy narożnikowy do GK (2.5m),mb,1.05,"budget,norm,lux",5,Montaż narożnika aluminiowego zużywa ~1 mb kątownika na mb krawędzi + ~5% zapasu na docinki; standard wykończenia narożników.,Монтаж алюминиевого уголка расходует ~1 пм уголка на пм кромки + ~5% на подрезку; стандарт отделки углов.,retail,Rigips — narożnik aluminiowy (karta akcesoriów),https://www.rigips.pl/produkty/profile-i-akcesoria,"karta narożnika aluminiowego 25x25, 1 mb/mb"
2.23,Montaż narożnika aluminiowego dla konstrukcji suchej zabudowy,mb,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.20,"budget,norm,lux",0,Osadzenie i zaszpachlowanie narożnika aluminiowego zużywa ~0.2 kg masy spoinowej/mb; wartość ekspercka.,Установка и заделка алюминиевого уголка расходует ~0.2 кг шпаклёвки для швов/пм; экспертное значение.,expert,Praktyka wykonawcza (montaż narożnika),,"założenie eksperckie ~0.2 kg/mb; SKU masy Uniflott Rigips"
2.24,Wykończenie połączeń ścian z sufitem za pomocą narożników papierowych,mb,construction,NAROZNIK_PAPIEROWY,Narożnik papierowy z wkładką (30m),mb,1.05,"budget,norm,lux",5,Wykończenie połączenia ściana-sufit narożnikiem papierowym zużywa ~1 mb/mb + ~5% zapasu; standard wykończenia narożników.,Отделка стыка стена-потолок бумажным уголком расходует ~1 пм/пм + ~5% запаса; стандарт отделки углов.,producer_tds,Rigips — narożnik papierowy z wkładką (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"karta narożnika papierowego, 1 mb/mb"
2.24,Wykończenie połączeń ścian z sufitem za pomocą narożników papierowych,mb,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Vario,kg,0.25,budget,0,Wtopienie i zaszpachlowanie narożnika papierowego zużywa ~0.25 kg masy spoinowej/mb; typowa norma.,Утапливание и заделка бумажного уголка расходует ~0.25 кг шпаклёвки для швов/пм; типовая норма.,producer_tds,Rigips Vario — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, cienka warstwa pod taśmę"
2.24,Wykończenie połączeń ścian z sufitem za pomocą narożników papierowych,mb,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.25,"norm,lux",0,Wariant norm/lux; wtopienie narożnika papierowego zużywa ~0.25 kg masy Uniflott/mb.,Вариант norm/lux; утапливание бумажного уголка расходует ~0.25 кг массы Uniflott/пм.,producer_tds,Rigips Uniflott — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, cienka warstwa"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,1.05,budget,3,Sufit podwieszany prosty jednowarstwowy = ~1 m2/m2 płyty + ~3% zapasu na docinki; standardowa norma sufitu GK.,Подвесной прямой потолок однослойный = ~1 м2/м2 листа + ~3% на подрезку; стандартная норма ГК-потолка.,producer_tds,Norgips GKB — karta produktu (sufity),https://www.norgips.pl/produkty/plyty-gipsowo-kartonowe,"system sufitu podwieszanego, 1x płyta ~1 m2/m2"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,1.05,"norm,lux",3,Wariant norm/lux; sufit podwieszany prosty = ~1 m2/m2 płyty Rigips RB + ~3% zapasu.,Вариант norm/lux; подвесной прямой потолок = ~1 м2/м2 листа Rigips RB + ~3% запаса.,producer_tds,Rigips RB — karta produktu (sufity),https://www.rigips.pl/produkty/plyty,"system sufitu podwieszanego, 1x płyta ~1 m2/m2"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,3.00,"budget,norm,lux",0,Ruszt sufitu z profili CD co ~40cm daje ~3 mb profilu CD/m2 sufitu; standardowe zagęszczenie rusztu nośnego.,Каркас потолка из профилей CD через ~40см даёт ~3 пм профиля CD/м2 потолка; стандартный шаг несущего каркаса.,producer_tds,Rigips CD 60/27 — karta profili,https://www.rigips.pl/produkty/profile-i-akcesoria,"rozstaw CD co ~40cm, ~3 mb/m2"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,PROFIL_GK,Profil przyścienny UD 27/28 (3m),mb,0.80,"budget,norm,lux",0,Profil obwodowy UD sufitu daje ~0.8 mb/m2 (obwód pomieszczenia); standard rusztu sufitowego.,Направляющий профиль UD потолка даёт ~0.8 пм/м2 (периметр помещения); стандарт потолочного каркаса.,producer_tds,Rigips UD 27 — karta profili,https://www.rigips.pl/produkty/profile-i-akcesoria,"obwód UD, ~0.8 mb/m2"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x25mm,szt,17.00,budget,0,Mocowanie płyty sufitowej zużywa ~17 wkrętów/m2 (rozstaw co ~17cm na profilach); norma sufitowa.,Крепление потолочного листа расходует ~17 саморезов/м2 (шаг ~17см по профилям); потолочная норма.,producer_tds,Rigips — wkręty do GK (karta),https://www.rigips.pl/produkty/profile-i-akcesoria,"rozstaw wkrętów sufit co ~17cm, ~17 szt/m2"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,17.00,"norm,lux",0,Wariant norm/lux; mocowanie płyty sufitowej wkrętem 3.5x35 => ~17 szt/m2.,Вариант norm/lux; крепление потолочного листа саморезом 3.5x35 => ~17 шт/м2.,producer_tds,Knauf — wkręty do GK (karta),https://www.knauf.pl/produkty/wkrety-i-akcesoria,"rozstaw wkrętów sufit co ~17cm, ~17 szt/m2"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Vario,kg,0.45,budget,0,Obróbka łączeń sufitu zużywa ~0.45 kg masy spoinowej/m2; typowa norma spoinowania jednowarstwowego.,Обработка стыков потолка расходует ~0.45 кг шпаклёвки для швов/м2; типовая норма одинарного шва.,producer_tds,Rigips Vario — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, ~0.3-0.5 kg/m2"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.45,"norm,lux",0,Wariant norm/lux; obróbka łączeń sufitu zużywa ~0.45 kg masy Uniflott/m2.,Вариант norm/lux; обработка стыков потолка расходует ~0.45 кг массы Uniflott/м2.,producer_tds,Rigips Uniflott — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, spoiny bez taśmy"
2.25,Sufit podwieszany prosty wraz z obróbką łączeń,m2,construction,TASMA_SPOINOWA,Taśma spoinowa papierowa 50mm (23m),mb,1.20,budget,0,Spoinowanie łączeń płyt sufitowych zużywa ~1.2 mb taśmy spoinowej/m2; standardowe zbrojenie spoin.,Заделка стыков потолочных листов расходует ~1.2 пм ленты для швов/м2; стандартное армирование швов.,producer_tds,Rigips — taśma spoinowa papierowa (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"karta taśmy spoinowej, ~1.2 mb/m2"
2.26,Uskok przy suficie podwieszany,mb,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,0.40,budget,5,Uskok (stopień) sufitu podwieszanego zużywa ~0.4 m2 płyty/mb (czoło + spód uskoku); wartość ekspercka.,Уступ (ступень) подвесного потолка расходует ~0.4 м2 листа/пм (лицо + низ уступа); экспертное значение.,expert,Praktyka wykonawcza (uskok sufitu),,"założenie eksperckie ~0.4 m2/mb; SKU płyty GKB Norgips"
2.26,Uskok przy suficie podwieszany,mb,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,0.40,"norm,lux",5,Wariant norm/lux; uskok sufitu zużywa ~0.4 m2 płyty Rigips RB/mb; wartość ekspercka.,Вариант norm/lux; уступ потолка расходует ~0.4 м2 листа Rigips RB/пм; экспертное значение.,expert,Praktyka wykonawcza (uskok sufitu),,"założenie eksperckie ~0.4 m2/mb; SKU płyty RB Rigips"
2.26,Uskok przy suficie podwieszany,mb,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,2.50,"budget,norm,lux",0,Konstrukcja uskoku z profili CD zużywa ~2.5 mb/mb (ramka czoła i spodu uskoku); wartość ekspercka.,Конструкция уступа из профилей CD расходует ~2.5 пм/пм (рамка лица и низа уступа); экспертное значение.,expert,Praktyka wykonawcza (uskok sufitu),,"założenie eksperckie ~2.5 mb/mb; SKU profilu CD Rigips"
2.26,Uskok przy suficie podwieszany,mb,construction,KATOWNIK_ALUMINIOWY,Kątownik aluminiowy narożnikowy do GK (2.5m),mb,1.05,"budget,norm,lux",5,Krawędź uskoku zabezpieczona narożnikiem aluminiowym ~1 mb/mb + ~5% zapasu; wykończenie krawędzi.,Кромка уступа защищена алюминиевым уголком ~1 пм/пм + ~5% запаса; отделка кромки.,expert,Praktyka wykonawcza (uskok sufitu),,"założenie eksperckie ~1 mb/mb; SKU narożnika aluminiowego Rigips"
2.26,Uskok przy suficie podwieszany,mb,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.35,"budget,norm,lux",0,Szpachlowanie łączeń i krawędzi uskoku zużywa ~0.35 kg masy spoinowej/mb; wartość ekspercka.,Заделка стыков и кромок уступа расходует ~0.35 кг шпаклёвки для швов/пм; экспертное значение.,expert,Praktyka wykonawcza (uskok sufitu),,"założenie eksperckie ~0.35 kg/mb; SKU masy Uniflott Rigips"
2.27,Karnisze z GK 5 cm szerokości z narożnikiem i szpachlowaniem,mb,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,0.25,budget,5,Karnisz GK 5cm szerokości zużywa ~0.25 m2 płyty/mb (wąska skrzynka karnisza); wartość ekspercka.,Карнизный короб ГК 5см ширины расходует ~0.25 м2 листа/пм (узкий короб карниза); экспертное значение.,expert,Praktyka wykonawcza (karnisz GK),,"założenie eksperckie ~0.25 m2/mb; SKU płyty GKB Norgips"
2.27,Karnisze z GK 5 cm szerokości z narożnikiem i szpachlowaniem,mb,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,0.25,"norm,lux",5,Wariant norm/lux; karnisz GK 5cm zużywa ~0.25 m2 płyty Rigips RB/mb; wartość ekspercka.,Вариант norm/lux; карнизный короб ГК 5см расходует ~0.25 м2 листа Rigips RB/пм; экспертное значение.,expert,Praktyka wykonawcza (karnisz GK),,"założenie eksperckie ~0.25 m2/mb; SKU płyty RB Rigips"
2.27,Karnisze z GK 5 cm szerokości z narożnikiem i szpachlowaniem,mb,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,2.00,"budget,norm,lux",0,Konstrukcja karnisza z profili CD zużywa ~2 mb/mb (ramka skrzynki karnisza); wartość ekspercka.,Конструкция карниза из профилей CD расходует ~2 пм/пм (рамка короба карниза); экспертное значение.,expert,Praktyka wykonawcza (karnisz GK),,"założenie eksperckie ~2 mb/mb; SKU profilu CD Rigips"
2.27,Karnisze z GK 5 cm szerokości z narożnikiem i szpachlowaniem,mb,construction,KATOWNIK_ALUMINIOWY,Kątownik aluminiowy narożnikowy do GK (2.5m),mb,1.05,"budget,norm,lux",5,Krawędzie karnisza zabezpieczone narożnikiem aluminiowym ~1 mb/mb + ~5% zapasu; wykończenie krawędzi.,Кромки карниза защищены алюминиевым уголком ~1 пм/пм + ~5% запаса; отделка кромки.,expert,Praktyka wykonawcza (karnisz GK),,"założenie eksperckie ~1 mb/mb; SKU narożnika aluminiowego Rigips"
2.27,Karnisze z GK 5 cm szerokości z narożnikiem i szpachlowaniem,mb,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.30,"budget,norm,lux",0,Szpachlowanie karnisza z narożnikiem zużywa ~0.3 kg masy spoinowej/mb; wartość ekspercka.,Заделка карниза с уголком расходует ~0.3 кг шпаклёвки для швов/пм; экспертное значение.,expert,Praktyka wykonawcza (karnisz GK),,"założenie eksperckie ~0.3 kg/mb; SKU masy Uniflott Rigips"
2.28,Wnęka w suficie GK,mb,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,0.45,budget,5,Wnęka w suficie GK zużywa ~0.45 m2 płyty/mb (boki + dno wnęki sufitowej); wartość ekspercka.,Ниша в ГК-потолке расходует ~0.45 м2 листа/пм (боковины + дно потолочной ниши); экспертное значение.,expert,Praktyka wykonawcza (wnęka sufitowa),,"założenie eksperckie ~0.45 m2/mb; SKU płyty GKB Norgips"
2.28,Wnęka w suficie GK,mb,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,0.45,"norm,lux",5,Wariant norm/lux; wnęka w suficie GK zużywa ~0.45 m2 płyty Rigips RB/mb; wartość ekspercka.,Вариант norm/lux; ниша в ГК-потолке расходует ~0.45 м2 листа Rigips RB/пм; экспертное значение.,expert,Praktyka wykonawcza (wnęka sufitowa),,"założenie eksperckie ~0.45 m2/mb; SKU płyty RB Rigips"
2.28,Wnęka w suficie GK,mb,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,3.00,"budget,norm,lux",0,Konstrukcja wnęki sufitowej z profili CD zużywa ~3 mb/mb (ramka i podziały wnęki); wartość ekspercka.,Конструкция потолочной ниши из профилей CD расходует ~3 пм/пм (рамка и перегородки ниши); экспертное значение.,expert,Praktyka wykonawcza (wnęka sufitowa),,"założenie eksperckie ~3 mb/mb; SKU profilu CD Rigips"
2.28,Wnęka w suficie GK,mb,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.40,"budget,norm,lux",0,Szpachlowanie łączeń wnęki sufitowej zużywa ~0.4 kg masy spoinowej/mb; wartość ekspercka.,Заделка стыков потолочной ниши расходует ~0.4 кг шпаклёвки для швов/пм; экспертное значение.,expert,Praktyka wykonawcza (wnęka sufitowa),,"założenie eksperckie ~0.4 kg/mb; SKU masy Uniflott Rigips"
