name_pl,name_ru,type,producer,seller,packages,unit,currency,purchase_price,retail_gross,retail_net,website,price_source_ref,justification_pl,justification_ru
Pakuły lniane + pasta uszczelniająca,Лён сантехнический + уплотнительная паста,USZCZELNIENIE_GWINTU,Tycner,PSB Mrówka,"norm,lux",szt,PLN,2.30,3.59,2.92,https://www.leroymerlin.pl,"katalog PSB/LM pakuly lniane + pasta (Unipak/odp.), cena netto orientacyjna za porcje na punkt","Pakuly lniane z pasta uszczelniajaca do trwalego uszczelnienia polaczen gwintowanych, wariant norm/lux, porcja na punkt.","Сантехнический лён с уплотнительной пастой для надёжного уплотнения резьбовых соединений, вариант norm/lux, порция на точку."
Zaprawa montażowa szybkowiążąca 25kg,Монтажный быстротвердеющий раствор 25кг,ZAPRAWA_MONTAZOWA,Atlas,PSB Mrówka,"budget,norm,lux",kg,PLN,1.20,1.89,1.54,https://www.atlas.com.pl,"karta produktu Atlas zaprawa montazowa/szybkosprawna, worek 25 kg, cena netto orientacyjna za kg","Szybkowiazaca zaprawa cementowa do osadzenia odplywow liniowych i stabilizacji stelazy oraz wykonania spadkow, standard PL.","Быстротвердеющий цементный раствор для посадки линейных трапов, стабилизации инсталляций и устройства уклонов, стандарт польского рынка."
Zaprawa tynkarska cementowo-wapienna 25kg,Штукатурный цементно-известковый раствор 25кг,ZAPRAWA_TYNKARSKA,Atlas,Castorama,"budget,norm,lux",kg,PLN,0.85,1.35,1.10,https://www.atlas.com.pl,"karta produktu Atlas zaprawa tynkarska cem-wap, worek 25 kg, cena netto orientacyjna za kg","Zaprawa tynkarska cementowo-wapienna do zatynkowania bruzd po ulozeniu rur, zuzycie ~1.5-2 kg/mb bruzdy, standard PL.","Цементно-известковый штукатурный раствор для заделки штроб после укладки труб, расход ~1.5-2 кг/пм штробы, стандарт польского рынка."
Klej montażowy poliuretanowy Soudal 290ml,Монтажный полиуретановый клей Soudal 290мл,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"norm,lux",szt,PLN,12.60,19.79,16.09,https://www.leroymerlin.pl,"katalog Leroy Merlin Soudal klej montazowy (Fix All/PU), kartusz 290 ml, cena netto orientacyjna za szt","Klej montazowy poliuretanowy Soudal do punktowego osadzania odplywow punktowych i drobnych elementow, wariant norm/lux.","Монтажный полиуретановый клей Soudal для точечной посадки точечных трапов и мелких элементов, вариант norm/lux."
Zaślepka/korek kanalizacyjny PVC,Заглушка/пробка канализационная PVC,ZASLEPKA,Wavin,POL-PLUS,"budget,norm,lux",szt,PLN,1.90,2.99,2.43,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"katalog Wavin KG zaslepki/korki PVC, cena netto orientacyjna za szt","Zaslepka/korek PVC do trwalego zaslepienia zlikwidowanego punktu hydrauliki lub podejscia grzejnika, we wszystkich pakietach.","Заглушка/пробка PVC для надёжного глушения ликвидируемой сантехнической точки или подводки радиатора, во всех пакетах."
Korek mosiężny gwintowany,Заглушка латунная резьбовая,ZASLEPKA,Tycner,Castorama,"budget,norm,lux",szt,PLN,3.10,4.89,3.98,https://www.leroymerlin.pl,"katalog LM/Castorama korek mosiezny gwintowany 1/2 3/4, cena netto orientacyjna za szt","Korek mosiezny gwintowany do zaslepienia gwintowanego przylacza wody przy likwidacji punktu, we wszystkich pakietach.","Латунная резьбовая заглушка для глушения резьбовой подводки воды при ликвидации точки, во всех пакетах."
Stelaż podtynkowy WC Geberit Duofix,Инсталляция скрытая для унитаза Geberit Duofix,STELAZ_PODTYNKOWY,Geberit,Onninen,"norm,lux",szt,PLN,520.00,799.00,649.59,https://catalog.geberit.de/de-DE/product/PRO_3933392,"karta produktu Geberit Duofix Sigma 112 cm, cena netto orientacyjna za komplet stelaza","Stelaz podtynkowy Geberit Duofix ze spluczka do miski WC wiszacej, wariant norm/lux, montaz w sciance instalacyjnej.","Скрытая инсталляция Geberit Duofix с бачком для подвесного унитаза, вариант norm/lux, монтаж в инсталляционной стене."
Stelaż podtynkowy WC TECEprofil,Инсталляция скрытая для унитаза TECEprofil,STELAZ_PODTYNKOWY,TECE,Onninen,budget,szt,PLN,430.00,659.00,535.77,https://www.tece.com/it/strutture-idrauliche/teceprofil/montaggio,"karta systemu TECEprofil modul WC, cena netto orientacyjna za komplet stelaza","Stelaz podtynkowy TECEprofil do miski WC wiszacej, wariant budzetowy o sprawdzonej konstrukcji modulowej.","Скрытая инсталляция TECEprofil для подвесного унитаза, бюджетный вариант с проверенной модульной конструкцией."
Odpływ liniowy prysznicowy TECEdrainline,Линейный душевой трап TECEdrainline,ODPLYW_LINIOWY,TECE,Onninen,"norm,lux",szt,PLN,340.00,529.00,430.08,https://www.tece.com/it/drenaggi/tecedrainprofile/montaggio,"karta produktu TECEdrainline/TECEdrainprofile odplyw liniowy, cena netto orientacyjna za komplet","Odplyw liniowy TECEdrainline do brodzika bezprogowego, osadzany w zaprawie ze spadkiem, wariant norm/lux.","Линейный трап TECEdrainline для безпорогового душа, устанавливается в растворе с уклоном, вариант norm/lux."
Odpływ punktowy prysznicowy,Точечный душевой трап,ODPLYW_PUNKTOWY,Tycner,Castorama,"budget,norm,lux",szt,PLN,68.00,105.00,85.37,https://www.leroymerlin.pl,"katalog LM/Castorama odplyw punktowy prysznicowy z syfonem, cena netto orientacyjna za komplet","Odplyw punktowy prysznicowy z syfonem i kratka, montaz kompletny w podlodze, we wszystkich pakietach.","Точечный душевой трап с сифоном и решёткой, комплектный монтаж в полу, во всех пакетах."
Bateria umywalkowa podtynkowa dwupunktowa,Смеситель для умывальника скрытого монтажа,BATERIA_PODTYNKOWA,Geberit,Onninen,"norm,lux",szt,PLN,290.00,449.00,365.04,https://catalog.geberit.de/de-DE/product/PRO_3933392,"katalog baterii podtynkowych, cena netto orientacyjna za czesc podtynkowa (dwupunktowa)","Bateria umywalkowa/bidetowa podtynkowa dwupunktowa - czesc montowana w scianie, wariant norm/lux.","Смеситель для умывальника/биде скрытого монтажа двухточечный - скрытая часть в стене, вариант norm/lux."
Bateria prysznicowa podtynkowa z deszczownicą (kpl),Душевой смеситель скрытый с тропическим душем (компл),BATERIA_PODTYNKOWA,Geberit,Onninen,"norm,lux",kpl,PLN,720.00,1119.00,909.76,https://catalog.geberit.de/de-DE/product/PRO_3933392,"katalog zestawow podtynkowych prysznicowych (deszczownica+sluchawka+sterownik), cena netto orientacyjna za kpl","Kompletny podtynkowy zestaw prysznicowy: deszczownica, sluchawka, sterownik - montaz w scianie, wariant norm/lux.","Комплектный скрытый душевой набор: тропический душ, лейка, переключатель - монтаж в стене, вариант norm/lux."
Tarcza do cięcia betonu/muru fi125,Диск по бетону/камню fi125,TARCZA_TNACA,Erbauer,Castorama,"budget,norm,lux",szt,PLN,9.80,15.29,12.43,https://www.castorama.pl,"katalog Castorama tarcza diamentowa do betonu fi125, cena netto orientacyjna za szt","Tarcza diamentowa fi125 do bruzdowania/wkuwania rur w murze i betonie, material zuzywalny, we wszystkich pakietach.","Алмазный диск fi125 для штробления/врезки труб в кладке и бетоне, расходный материал, во всех пакетах."
Silikon sanitarny octowy Den Braven (310ml),Санитарный силикон уксусный Den Braven (310мл),SILIKON_SANITARNY,Den Braven,PSB Mrówka,budget,szt,PLN,11.50,17.99,14.63,https://www.den-braven.pl/silikon-sanitarny-500,"karta produktu Den Braven silikon sanitarny (octowy, 310ml), cena netto ~14.6 PLN/szt","Budżetowy jednoskładnikowy silikon sanitarny octowy z fungicydem do uszczelniania biały montaż (wanna, brodzik, umywalka); standard rynku PL, ~1 kartusz na fugę obwodową urządzenia.","Бюджетный однокомпонентный уксусный санитарный силикон с фунгицидом для уплотнения при чистовой сантехнике (ванна, поддон, умывальник); стандарт польского рынка, ~1 картридж на обводной шов прибора."
Silikon sanitarny Soudal Silirub S (300ml),Санитарный силикон Soudal Silirub S (300мл),SILIKON_SANITARNY,Soudal,Leroy Merlin,"norm,lux",szt,PLN,16.80,25.99,21.13,https://www.soudal.at/pro/produkte/dichtstoffe/silikon/silirub-s,"karta techniczna Soudal Silirub S (silikon sanitarny do pom. mokrych, 300ml), cena netto ~21 PLN/szt","Trwale elastyczny silikon sanitarny Soudal Silirub S do fug przyłączeniowych armatury i urządzeń w pomieszczeniach mokrych, odporny na pleśń; wariant norm/lux o stabilnej jakości fugi.","Постоянно эластичный санитарный силикон Soudal Silirub S для примыкающих швов арматуры и приборов во влажных помещениях, устойчив к плесени; вариант norm/lux со стабильным качеством шва."
Taśma teflonowa uszczelniająca 12mm x 12m,Тефлоновая уплотнительная лента 12мм x 12м,TASMA_TEFLONOWA,Tytan,Castorama,"budget,norm",szt,PLN,1.60,2.49,2.02,https://fachowiec.com/sklep/products/9309702_tasma_teflonowa_12m_x_12mm_x_0.1mm_miditape,"karta produktu taśma teflonowa PTFE 12m x 12mm, cena netto ~2 PLN/szt (rolka)","Taśma teflonowa PTFE do uszczelniania połączeń gwintowanych baterii i zaworów; ~1 rolka wystarcza na kilka przyłączy, standard biały montaż.","Тефлоновая лента PTFE для уплотнения резьбовых соединений смесителей и вентилей; ~1 рулона хватает на несколько подключений, стандарт чистовой сантехники."
Taśma teflonowa gruba do gwintów 19mm x 15m,Тефлоновая лента толстая для резьбы 19мм x 15м,TASMA_TEFLONOWA,Soudal,Leroy Merlin,lux,szt,PLN,3.90,6.09,4.95,https://www.leroymerlin.pl/hydraulika/uszczelnienia-hydrauliczne,"katalog Leroy Merlin uszczelnienia hydrauliczne, taśma teflonowa gruba, cena netto orientacyjna","Grubsza taśma teflonowa do gwintów wodnych, pewniejsze uszczelnienie połączeń armatury; wariant lux, ~1 rolka na kilka przyłączy.","Более толстая тефлоновая лента для водяных резьб, более надёжное уплотнение соединений арматуры; вариант lux, ~1 рулона на несколько подключений."
Pakuły lniane z pastą uszczelniającą (zestaw),Лён сантехнический с уплотнительной пастой (набор),PAKULY_PASTA,Tycner,PSB Mrówka,"norm,lux",szt,PLN,12.00,18.49,15.03,https://www.tycner.com.pl/pl/c/Uszczelnienia/54,"katalog Tycner uszczelnienia (pakuły + pasta), cena netto orientacyjna za zestaw","Pakuły lniane z pastą uszczelniającą do gwintów metalowych przy podłączeniu grzejników i zaworów; zestaw starcza na wiele połączeń, wariant norm/lux.","Льняная подмотка с уплотнительной пастой для металлических резьб при подключении радиаторов и вентилей; набора хватает на много соединений, вариант norm/lux."
Wężyk przyłączeniowy w oplocie 1/2 x 3/8 (50cm),Гибкая подводка в оплётке 1/2 x 3/8 (50см),WEZYK_PRZYLACZENIOWY,Tycner,PSB Mrówka,budget,szt,PLN,5.40,8.39,6.82,https://www.tycner.com.pl/pl/c/Wezyki-w-oplocie/40,"katalog Tycner wężyki w oplocie 1/2 x 3/8, cena netto ~6.8 PLN/szt","Budżetowy elastyczny wężyk przyłączeniowy w oplocie stalowym do baterii/zaworu; 2 szt na baterię (ciepła/zimna), standard biały montaż.","Бюджетная гибкая подводка в стальной оплётке для смесителя/вентиля; 2 шт на смеситель (горячая/холодная), стандарт чистовой сантехники."
Wężyk przyłączeniowy w oplocie inox 1/2 x 3/8 (50cm),Гибкая подводка inox 1/2 x 3/8 (50см),WEZYK_PRZYLACZENIOWY,Kan,Leroy Merlin,"norm,lux",szt,PLN,9.20,14.29,11.62,https://www.leroymerlin.pl/hydraulika/przewody-i-weze-przylaczeniowe,"katalog Leroy Merlin przewody i węże przyłączeniowe (oplot inox), cena netto orientacyjna","Wężyk przyłączeniowy w oplocie ze stali nierdzewnej do baterii i urządzeń; wyższa trwałość, wariant norm/lux, 2 szt na baterię.","Гибкая подводка в оплётке из нержавеющей стали для смесителей и приборов; выше долговечность, вариант norm/lux, 2 шт на смеситель."
Zawór kątowy 1/2 x 3/8 z filtrem,Угловой вентиль 1/2 x 3/8 с фильтром,ZAWOR_KATOWY,Tycner,PSB Mrówka,budget,szt,PLN,9.80,15.19,12.35,https://www.tycner.com.pl/pl/c/Zawory-katowe/38,"katalog Tycner zawory kątowe 1/2 x 3/8, cena netto ~12.4 PLN/szt","Budżetowy zawór kątowy z filtrem do podłączenia baterii/spłuczki; standardowy element biały montaż, 1-2 szt na punkt poboru.","Бюджетный угловой вентиль с фильтром для подключения смесителя/бачка; стандартный элемент чистовой сантехники, 1-2 шт на точку водоразбора."
Zawór kątowy 1/2 x 3/8 chromowany,Угловой вентиль 1/2 x 3/8 хромированный,ZAWOR_KATOWY,Kan,Leroy Merlin,"norm,lux",szt,PLN,15.50,23.99,19.50,https://www.leroymerlin.pl/hydraulika/zawory-i-glowice,"katalog Leroy Merlin zawory i głowice, zawór kątowy chromowany 1/2 x 3/8, cena netto orientacyjna","Chromowany zawór kątowy z głowicą ceramiczną do estetycznego podłączenia armatury; wariant norm/lux, 1-2 szt na punkt poboru.","Хромированный угловой вентиль с керамической головкой для эстетичного подключения арматуры; вариант norm/lux, 1-2 шт на точку водоразбора."
Zestaw montażowy kołki + śruby do ceramiki (kpl),Монтажный комплект дюбели + винты для керамики (компл.),KOLKI_SRUBY_MONTAZOWE,Tytan,Castorama,"budget,norm,lux",szt,PLN,4.20,6.49,5.28,https://www.castorama.pl/produkty/instalacje/hydraulika,"katalog Castorama hydraulika, zestaw montażowy do ceramiki (kołki + śruby + rozety), cena netto orientacyjna",Zestaw kołków rozporowych i śrub z podkładkami do mocowania ceramiki i akcesoriów sanitarnych do ściany; 1 komplet na element mocowany.,Комплект распорных дюбелей и винтов с шайбами для крепления керамики и сантехнических аксессуаров к стене; 1 комплект на закрепляемый элемент.
Klej montażowy hybrydowy Tytan FIX2 GT (290ml),Монтажный клей гибридный Tytan FIX2 GT (290мл),KLEJ_MONTAZOWY,Tytan,Leroy Merlin,"norm,lux",szt,PLN,19.50,29.99,24.38,https://tytan.com/pl/materialy-wideo/klej-montazowy-tytan-professional-fix2-gt-sila-szybkosc/,"karta produktu Tytan Professional FIX2 GT (klej montażowy hybrydowy, 290ml), cena netto ~24 PLN/szt","Hybrydowy klej montażowy do mocowania na klej lekkich elementów (parawan, listwa, brodzik) bez wiercenia; wariant norm/lux, ~1 kartusz na kilka punktów.","Гибридный монтажный клей для приклеивания лёгких элементов (шторка, планка, поддон) без сверления; вариант norm/lux, ~1 картридж на несколько точек."
Uszczelka gumowa/zestaw uszczelek do przyłączy,Резиновая прокладка/набор прокладок для подключений,USZCZELKI,Tycner,PSB Mrówka,"budget,norm,lux",szt,PLN,0.60,0.99,0.80,https://www.tycner.com.pl/pl/c/Uszczelki/56,"katalog Tycner uszczelki do przyłączy (płaskie/o-ring), cena netto ~0.8 PLN/szt","Uszczelki płaskie/o-ring do połączeń gwintowanych i wężyków; kilka szt na podłączenie armatury/urządzenia, materiał zużywalny biały montaż.","Плоские/уплотнительные кольца для резьбовых соединений и подводок; несколько шт на подключение арматуры/прибора, расходный материал чистовой сантехники."
Puszka podtynkowa pojedyncza fi60,Подрозетник одинарный fi60,PUSZKA_PODTYNKOWA,Elektro-Plast,PSB Mrówka,budget,szt,PLN,0.55,0.99,0.80,https://www.elektro-plast.eu/,"katalog Elektro-Plast osprzet instalacyjny (puszki podtynkowe), cena netto orientacyjna za szt","Puszka podtynkowa pojedyncza fi60 do osadzenia w murze z bloczków lub w płycie GK, budżetowy standard osprzętu instalacyjnego PL.","Одинарный подрозетник fi60 для посадки в кладке из блоков или в листе ГК, бюджетный стандарт монтажного оснащения польского рынка."
Puszka podtynkowa pogłębiana fi60,Подрозетник углублённый fi60,PUSZKA_PODTYNKOWA,Elektro-Plast,Leroy Merlin,"norm,lux",szt,PLN,0.90,1.45,1.18,https://www.elektro-plast.eu/,"katalog Elektro-Plast puszki podtynkowe pogłębiane (wariant do żelbetu/multimediów), cena netto orientacyjna za szt","Puszka podtynkowa pogłębiana fi60 z uchwytami na wkręty, wariant norm/lux do gniazd sieciowych i osadzania w żelbecie.","Углублённый подрозетник fi60 с креплением под винты, вариант norm/lux для сетевых розеток и посадки в железобетоне."
Przewód YDYp 3x1.5 750V,Кабель YDYp 3x1.5 750В,KABEL_ELEKTRYCZNY,Elektro-kabel/Bitner,PSB Mrówka,"budget,norm",mb,PLN,2.60,4.05,3.29,https://www.aks-zielonka.pl/ydyp-450-750v/,"karta katalogowa YDYp 450/750V (Elektrokabel), przewód instalacyjny 3x1.5, cena netto orientacyjna za mb","Płaski przewód instalacyjny YDYp 3x1.5 mm2 z żyłami miedzianymi do układania pod tynkiem, zasilanie obwodów oświetlenia i łączników, wariant budżetowo-normowy.","Плоский установочный кабель YDYp 3x1.5 мм2 с медными жилами для скрытой прокладки, питание цепей освещения и выключателей, бюджетно-нормовый вариант."
Przewód YDYp 3x2.5 750V,Кабель YDYp 3x2.5 750В,KABEL_ELEKTRYCZNY,Elektro-kabel/Bitner,Leroy Merlin,"norm,lux",mb,PLN,4.10,6.39,5.20,https://www.aks-zielonka.pl/ydyp-450-750v/,"karta katalogowa YDYp 450/750V (Elektrokabel), przewód instalacyjny 3x2.5, cena netto orientacyjna za mb","Płaski przewód instalacyjny YDYp 3x2.5 mm2 do obwodów gniazd 220V i zasilania odbiorników mocy, wariant norm/lux o większym przekroju.","Плоский установочный кабель YDYp 3x2.5 мм2 для цепей розеток 220В и питания силовых потребителей, вариант norm/lux с большим сечением."
Peszel karbowany RL fi16,Гофра-труба RL fi16,PESZEL_RURKA,Elektro-Plast,Castorama,"budget,norm,lux",mb,PLN,0.70,1.09,0.89,https://www.castorama.pl/s/rurka?Marka=Elektro-Plast,"katalog Castorama rurki instalacyjne Elektro-Plast (peszel/rurka RL fi16), cena netto orientacyjna za mb","Karbowana rurka osłonowa RL fi16 (peszel) do prowadzenia przewodów w bruzdach i pod tynkiem, ochrona mechaniczna kabla, we wszystkich pakietach.","Гофрированная защитная труба RL fi16 (пешель) для прокладки проводов в штробах и под штукатуркой, механическая защита кабеля, во всех пакетах."
Gips szybkowiążący do osadzeń 5kg,Гипс быстротвердеющий монтажный 5кг,GIPS_SZYBKOWIAZACY,Knauf,PSB Mrówka,"budget,norm,lux",kg,PLN,2.10,3.29,2.67,https://knauf.com/de-DE/p/produkt/rotband-10286_0010,"karta produktu Knauf gips szybkowiążący (rodzina montażowa), worek 5 kg, cena netto orientacyjna za kg","Gips szybkowiążący do osadzania puszek podtynkowych i mocowania peszla w bruzdach oraz punktowego łatania, szybkie wiązanie, standard PL.","Быстротвердеющий гипс для посадки подрозетников и фиксации гофры в штробах, а также точечной заделки, быстрое схватывание, стандарт польского рынка."
Zaprawa montażowa szybkowiążąca 25kg,Монтажный быстротвердеющий раствор 25кг,ZAPRAWA_MONTAZOWA,Atlas,Castorama,"norm,lux",kg,PLN,1.20,1.89,1.54,https://www.atlas.com.pl,"karta produktu Atlas zaprawa montazowa/szybkosprawna, worek 25 kg, cena netto orientacyjna za kg","Szybkowiążąca zaprawa cementowa do zatynkowania bruzd kablowych w żelbecie i osadzeń w twardym podłożu, wariant norm/lux, standard PL.","Быстротвердеющий цементный раствор для заделки кабельных штроб в железобетоне и посадок в твёрдом основании, вариант norm/lux, стандарт польского рынка."
Klej samopoziomujący cienkowarstwowy do mat grzewczych 25kg,Клей самовыравнивающий тонкослойный под маты 25кг,KLEJ_SAMOPOZIOMUJACY,Atlas,Leroy Merlin,"budget,norm,lux",l,PLN,1.90,2.99,2.43,https://www.atlas.com.pl,"karta produktu Atlas klej/masa do zatapiania mat grzewczych, sekcja zuzycie cienka warstwa, cena netto orientacyjna (przeliczono na l zaczynu)","Elastyczny klej/masa cienkowarstwowa do zatopienia elektrycznej maty grzewczej w warstwie pod płytki lub jastrych, cienka warstwa nakładana na m2, standard PL.","Эластичный клей/масса тонким слоем для утапливания электрической нагревательной маты в слое под плитку или стяжку, тонкий слой на м2, стандарт польского рынка."
Gładź gipsowa do łatania bruzd 20kg,Гипсовая шпаклёвка для заделки штроб 20кг,GLADZ_GIPSOWA,Dolina Nidy,PSB Mrówka,"budget,norm,lux",kg,PLN,1.30,2.09,1.70,https://www.atlas.com.pl/produkt/omega/,"karta produktu Omega (linia Dolina Nidy), worek 20 kg, srednie zuzycie ~0.8 kg/m2/mm, cena netto orientacyjna za kg","Sucha gładź gipsowa do wyrównania i łatania bruzd po ułożeniu kabli przed pracami wykończeniowymi, budżetowy standard rynku PL.","Сухая гипсовая шпаклёвка для выравнивания и заделки штроб после укладки кабелей перед отделкой, бюджетный стандарт польского рынка."
Tarcza do bruzdownicy diamentowa fi125,Диск для штробореза алмазный fi125,TARCZA_TNACA,Erbauer,Castorama,"budget,norm,lux",szt,PLN,9.80,15.29,12.43,https://www.castorama.pl,"katalog Castorama tarcza diamentowa do betonu fi125, cena netto orientacyjna za szt","Tarcza diamentowa fi125 do bruzdownicy do wykuwania bruzd kablowych w tynku i żelbecie, materiał zużywalny, we wszystkich pakietach.","Алмазный диск fi125 для штробореза для нарезки кабельных штроб в штукатурке и железобетоне, расходный материал, во всех пакетах."
Złączka instalacyjna WAGO 221-413 3x4mm2,Клемма соединительная WAGO 221-413 3x4мм2,ZLACZKA_INSTALACYJNA,WAGO,Leroy Merlin,budget,szt,PLN,0.90,1.60,1.30,https://www.wago.com/at/installationsklemmen/verbindungsklemme-mit-hebeln/p/221-413,"karta katalogowa WAGO 221-413 (3 przewody, max 4 mm2), cena netto orientacyjna za 1 szt.","Dzwigniowa zlaczka WAGO serii 221 do laczenia zyl przy montazu osprzetu, budzetowy standard rynku PL, 1 szt. na polaczenie.","Рычажная клемма WAGO серии 221 для соединения жил при монтаже электроустановочных изделий, бюджетный стандарт польского рынка, 1 шт. на соединение."
Złączka instalacyjna WAGO 221-415 5x4mm2,Клемма соединительная WAGO 221-415 5x4мм2,ZLACZKA_INSTALACYJNA,WAGO,Castorama,"norm,lux",szt,PLN,1.25,2.09,1.70,https://www.wago.com/us/splicing-connectors-221,"karta produktowa WAGO serii 221 (221-412/413/415), cena netto orientacyjna za 1 szt.","Dzwigniowa zlaczka WAGO 221-415 na 5 przewodow, wariant norm/lux do rozbudowanych polaczen w puszce, transparentna obudowa z portami pomiarowymi.","Рычажная клемма WAGO 221-415 на 5 проводов, вариант norm/lux для многожильных соединений в коробке, прозрачный корпус с портами измерения."
Cyna lutownicza Cynel LC60 SW26 1mm,Припой Cynel LC60 SW26 1мм,CYNA_LUTOWNICZA,Cynel,PSB Mrówka,"budget,norm,lux",kg,PLN,90.00,145.00,118.00,https://www.manomano.co.uk/p/cynel-professional-solder-wire-60-40-05-3mm-with-flux-sw-26-25-diameter-05mm-weight-100g-reel-22463813,"karta produktu Cynel 60/40 z topnikiem SW26 2.5%, cena netto przeliczona z opak. 100 g na 1 kg","Profesjonalna cyna Cynel Sn60Pb40 z topnikiem kalafoniowym SW26 (temp. topnienia 183-190 C) do lutowania tasm LED, spoiwo z wbudowanym topnikiem.","Профессиональный припой Cynel Sn60Pb40 с канифольным флюсом SW26 (темп. плавления 183-190 C) для пайки LED-лент, припой со встроенным флюсом."
Topnik lutowniczy kalafoniowy SW26,Флюс паяльный канифольный SW26,TOPNIK_LUTOWNICZY,Cynel,OBI,"norm,lux",kg,PLN,70.00,110.00,89.00,https://ovolt.eu/pt/products/cyna-1-00-1-kg-spoiwo-lc60-sw26-1066961,"opis spoiwa LC60 SW26 (topnik kalafoniowy halogenowy), cena netto orientacyjna przeliczona na 1 kg","Dodatkowy topnik kalafoniowy SW26 do trudniejszych polaczen lutowanych tasm LED, wariant norm/lux gdy sam topnik w cynie nie wystarcza.","Дополнительный канифольный флюс SW26 для сложных паяных соединений LED-лент, вариант norm/lux, когда флюса в припое недостаточно."
Wkręt montażowy z kołkiem 6x40,Винт монтажный с дюбелем 6x40,WKRET_KOLEK_MONTAZOWY,Erbauer,Leroy Merlin,"budget,norm,lux",szt,PLN,0.18,0.30,0.24,https://www.leroymerlin.pl,"katalog Leroy Merlin wkrety z kolkami rozporowymi 6x40, cena netto orientacyjna za 1 szt.","Wkret z kolkiem rozporowym do mocowania puszek/opraw/szynoprzewodu w podlozu, material zuzywalny liczony na sztuki.","Винт с распорным дюбелем для крепления коробок/светильников/шинопровода к основанию, расходный материал, считается штучно."
Klej montażowy do profili LED / taśma dwustronna,Клей монтажный для профилей LED / двусторонняя лента,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"budget,norm,lux",l,PLN,25.00,42.00,34.00,https://www.soudal.at/diy/produkte/dichtstoffe/universal/universal-silikon,"karta produktu Soudal (klej/uszczelniacz uniwersalny), cena netto przeliczona z kartusza 300 ml na 1 l","Klej montazowy/tasma dwustronna do mocowania profili i tasm LED do podloza, zuzycie objetosciowe na mb profilu, analog budzetowo-normowy.","Монтажный клей/двусторонняя лента для крепления профилей и LED-лент к основанию, объёмный расход на пм профиля, бюджетно-нормовый аналог."
Silikon neutralny Soudal 300ml,Силикон нейтральный Soudal 300мл,SILIKON,Soudal,OBI,"norm,lux",l,PLN,18.00,29.00,23.50,https://www.soudal.at/diy/produkte/dichtstoffe/universal/universal-silikon,"karta techniczna Soudal Universal-Silikon (neutralny, jednoskladnikowy), cena netto przeliczona z kartusza 300 ml na 1 l","Neutralny silikon uszczelniajacy do uszczelnienia opraw/profili i przejsc, wariant norm/lux, dozowany objetosciowo.","Нейтральный герметизирующий силикон для уплотнения светильников/профилей и проходов, вариант norm/lux, дозируется объёмно."
Taśma izolacyjna PVC elektryczna,Изолента ПВХ электрическая,TASMA_IZOLACYJNA,Erbauer,Castorama,"budget,norm,lux",mb,PLN,0.06,0.10,0.08,https://www.castorama.pl,"katalog Castorama tasma izolacyjna PVC, cena netto orientacyjna przeliczona z rolki 10 m na 1 mb","Elektryczna tasma izolacyjna PVC do zabezpieczenia polaczen przy montazu osprzetu, material zuzywalny liczony na mb.","Электрическая изолента ПВХ для защиты соединений при монтаже электроустановочных изделий, расходный материал, считается на пм."
Zaślepka / końcówka profilu LED,Заглушка / торцевая крышка профиля LED,ZASLEPKA,Kontakt-Simon,PSB Mrówka,"budget,norm,lux",szt,PLN,0.70,1.20,0.98,https://www.leroymerlin.pl,"katalog akcesoriow do profili LED, zaslepka/koncowka, cena netto orientacyjna za 1 szt.","Zaslepka/koncowka profilu LED lub puszki maskujaca zakonczenie, montowana parami na odcinek, material zuzywalny.","Заглушка/торцевая крышка профиля LED или коробки, закрывающая торец, ставится парами на отрезок, расходный материал."
Klej do płytek Ceresit CM 11 25kg,Клей для плитки Ceresit CM 11,KLEJ_DO_PLYTEK,Ceresit,PSB Mrówka,budget,kg,PLN,1.05,1.62,1.32,https://www.ceresit.com/products/tiling/product.html/ceresit-cm-11/SAP_0201SGC012M6.html,"karta produktu Ceresit CM 11 (klej C1T), worek 25 kg ~33 PLN netto => ~1.32 PLN/kg","Budżetowy klej cementowy klasy C1T do płytek ceramicznych o standardowej i małej nasiąkliwości, wariant budget dla podłóg i ścian.","Бюджетный цементный клей класса C1T для керамической плитки стандартного и малого водопоглощения, вариант budget для полов и стен."
Klej elastyczny Atlas Plus 25kg,Эластичный клей Atlas Plus,KLEJ_DO_PLYTEK,Atlas,Leroy Merlin,"norm,lux",kg,PLN,2.60,4.09,3.33,https://www.atlas.com.pl/en/product/atlas-plus/,"karta techniczna Atlas Plus (klej odkształcalny C2TE S1), worek 25 kg, cena netto orientacyjna","Odkształcalny klej cementowy C2TE S1 na technologii polimerowej do gresu i płytek wielkoformatowych na podłożach trudnych, wariant norm/lux.","Деформируемый цементный клей C2TE S1 на полимерной технологии для керамогранита и крупноформатной плитки на сложных основаниях, вариант norm/lux."
